Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, fibi, 15, 0.047851562500000000, 0.031555175781250000, 0.000000000000000000, 0.005249023437500000, 2, 27.8, 1524
C, fibi, 15, 0.055053710937500000, 0.030212402343750000, 0.000000000000000000, 0.007690429687500000, 2, 27.8, 1672
C, fibi, 15, 0.047607421875000000, 0.025085449218750000, 0.000000000000000000, 0.007629394531250000, 2, 27.8, 1564
C, fibi, 15, 0.048339843750000000, 0.025573730468750000, 0.000000000000000000, 0.007690429687500000, 2, 27.8, 1524
C, fibi, 15, 0.033691406250000000, 0.028869628906250000, 0.000000000000000000, 0.007934570312500000, 2, 27.8, 1572
C, fibi, 15, 0.049987792968750000, 0.026855468750000000, 0.000000000000000000, 0.007812500000000000, 3, 27.8, 1672
C, fibi, 15, 0.072998046875000000, 0.040832519531250000, 0.000000000000000000, 0.011047363281250000, 3, 27.8, 1672
C, fibi, 15, 0.066284179687500000, 0.034423828125000000, 0.000000000000000000, 0.011230468750000000, 4, 27.8, 1604
C, fibi, 15, 0.065063476562500000, 0.033813476562500000, 0.000000000000000000, 0.010681152343750000, 4, 27.8, 1568
C, fibi, 15, 0.046020507812500000, 0.022583007812500000, 0.000000000000000000, 0.007995605468750000, 3, 27.8, 1604
