Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, fibi, 15, 0.041687011718750000, 0.042602539062500000, 0.000000000000000000, 0.007812500000000000, 2, 27.2, 1580
C, fibi, 15, 0.054931640625000000, 0.029907226562500000, 0.000000000000000000, 0.007690429687500000, 2, 27.2, 1580
C, fibi, 15, 0.050598144531250000, 0.026489257812500000, 0.000000000000000000, 0.007690429687500000, 2, 27.2, 1636
C, fibi, 15, 0.078674316406250000, 0.046997070312500000, 0.000000000000000000, 0.011474609375000000, 3, 27.2, 1660
C, fibi, 15, 0.065612792968750000, 0.034362792968750000, 0.000000000000000000, 0.010803222656250000, 4, 27.2, 1740
C, fibi, 15, 0.064392089843750000, 0.032409667968750000, 0.000000000000000000, 0.010742187500000000, 3, 27.2, 1684
C, fibi, 15, 0.042907714843750000, 0.020202636718750000, 0.000000000000000000, 0.007934570312500000, 3, 27.2, 1676
C, fibi, 15, 0.048034667968750000, 0.024658203125000000, 0.000000000000000000, 0.007751464843750000, 3, 27.2, 1608
C, fibi, 15, 0.048339843750000000, 0.024780273437500000, 0.000000000000000000, 0.007690429687500000, 3, 27.2, 1672
C, fibi, 15, 0.048950195312500000, 0.025634765625000000, 0.000000000000000000, 0.007812500000000000, 2, 27.2, 1628
