Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, fibi, -1, 0.076354980468750000, 0.016052246093750000, 0.000000000000000000, 0.022705078125000000, 8, 27.0, 1824
C, fibi, -1, 0.077392578125000000, 0.016784667968750000, 0.000000000000000000, 0.022583007812500000, 8, 27.0, 1668
C, fibi, -1, 0.068847656250000000, 0.015075683593750000, 0.000000000000000000, 0.020141601562500000, 8, 27.0, 1780
C, fibi, -1, 0.075866699218750000, 0.015747070312500000, 0.000000000000000000, 0.022644042968750000, 8, 27.0, 1728
C, fibi, -1, 0.076171875000000000, 0.016723632812500000, 0.000000000000000000, 0.022644042968750000, 8, 27.0, 1824
C, fibi, -1, 0.077880859375000000, 0.017395019531250000, 0.000000000000000000, 0.020324707031250000, 8, 27.0, 1760
C, fibi, -1, 0.076721191406250000, 0.016540527343750000, 0.000000000000000000, 0.022460937500000000, 8, 27.0, 1804
C, fibi, -1, 0.068115234375000000, 0.015014648437500000, 0.000000000000000000, 0.020141601562500000, 8, 27.0, 1780
C, fibi, -1, 0.067993164062500000, 0.014282226562500000, 0.000000000000000000, 0.022644042968750000, 8, 27.0, 1796
C, fibi, -1, 0.076721191406250000, 0.016174316406250000, 0.000000000000000000, 0.022705078125000000, 8, 27.0, 1668
