Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, fibi, -1, 0.140380859375000000, 0.044860839843750000, 0.000000000000000000, 0.032409667968750000, 13, 30.0, 1636
C, fibi, -1, 0.161987304687500000, 0.055358886718750000, 0.000000000000000000, 0.039733886718750000, 15, 30.0, 1580
C, fibi, -1, 0.151306152343750000, 0.048156738281250000, 0.000000000000000000, 0.035522460937500000, 14, 30.0, 1604
C, fibi, -1, 0.162048339843750000, 0.051818847656250000, 0.000000000000000000, 0.037475585937500000, 14, 30.0, 1680
C, fibi, -1, 0.403930664062500000, 0.130310058593750000, 0.000000000000000000, 0.093994140625000000, 36, 30.0, 1580
C, fibi, -1, 0.202270507812500000, 0.059570312500000000, 0.000000000000000000, 0.044677734375000000, 17, 30.0, 1608
C, fibi, -1, 0.201538085937500000, 0.062316894531250000, 0.000000000000000000, 0.047119140625000000, 18, 30.0, 1672
C, fibi, -1, 0.170471191406250000, 0.053710937500000000, 0.000000000000000000, 0.039611816406250000, 16, 30.0, 1676
C, fibi, -1, 0.180725097656250000, 0.056518554687500000, 0.000000000000000000, 0.042114257812500000, 16, 30.0, 1744
C, fibi, -1, 0.201782226562500000, 0.062683105468750000, 0.000000000000000000, 0.047058105468750000, 18, 30.0, 1652
