Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, fibi, -1, 0.077087402343750000, 0.016479492187500000, 0.000000000000000000, 0.022888183593750000, 8, 26.2, 1764
C, fibi, -1, 0.075134277343750000, 0.015502929687500000, 0.000000000000000000, 0.022521972656250000, 8, 26.2, 1712
C, fibi, -1, 0.076965332031250000, 0.016784667968750000, 0.000000000000000000, 0.022705078125000000, 8, 26.2, 1740
C, fibi, -1, 0.067871093750000000, 0.014648437500000000, 0.000000000000000000, 0.020080566406250000, 8, 26.2, 1692
C, fibi, -1, 0.067565917968750000, 0.014587402343750000, 0.000000000000000000, 0.020080566406250000, 8, 26.2, 1684
C, fibi, -1, 0.076293945312500000, 0.016601562500000000, 0.000000000000000000, 0.022705078125000000, 8, 26.2, 1672
C, fibi, -1, 0.076599121093750000, 0.016418457031250000, 0.000000000000000000, 0.022583007812500000, 8, 26.2, 1804
C, fibi, -1, 0.077636718750000000, 0.016662597656250000, 0.000000000000000000, 0.022644042968750000, 8, 26.2, 1816
C, fibi, -1, 0.075500488281250000, 0.016296386718750000, 0.000000000000000000, 0.022583007812500000, 8, 26.2, 1684
C, fibi, -1, 0.076599121093750000, 0.017089843750000000, 0.000000000000000000, 0.022766113281250000, 8, 26.2, 1588
