Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, fibi, -1, 0.076049804687500000, 0.015625000000000000, 0.000000000000000000, 0.022644042968750000, 8, 27.0, 1752
C, fibi, -1, 0.078125000000000000, 0.017028808593750000, 0.000000000000000000, 0.022583007812500000, 8, 27.0, 1816
C, fibi, -1, 0.072631835937500000, 0.016845703125000000, 0.000000000000000000, 0.020385742187500000, 8, 27.0, 1796
C, fibi, -1, 0.093505859375000000, 0.020507812500000000, 0.000000000000000000, 0.023620605468750000, 8, 27.0, 1788
C, fibi, -1, 0.076416015625000000, 0.015869140625000000, 0.000000000000000000, 0.022521972656250000, 8, 27.0, 1780
C, fibi, -1, 0.076904296875000000, 0.016235351562500000, 0.000000000000000000, 0.022399902343750000, 8, 27.0, 1788
C, fibi, -1, 0.077331542968750000, 0.016113281250000000, 0.000000000000000000, 0.022583007812500000, 8, 27.0, 1828
C, fibi, -1, 0.076416015625000000, 0.016357421875000000, 0.000000000000000000, 0.022460937500000000, 8, 27.0, 1708
C, fibi, -1, 0.076904296875000000, 0.016418457031250000, 0.000000000000000000, 0.022521972656250000, 8, 27.0, 1800
C, fibi, -1, 0.076660156250000000, 0.016113281250000000, 0.000000000000000000, 0.022460937500000000, 8, 27.0, 1668
