Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, fibi, -1, 0.075866699218750000, 0.016296386718750000, 0.000000000000000000, 0.022583007812500000, 8, 27.0, 1660
C, fibi, -1, 0.068786621093750000, 0.015319824218750000, 0.000000000000000000, 0.022644042968750000, 8, 27.0, 1664
C, fibi, -1, 0.077270507812500000, 0.016418457031250000, 0.000000000000000000, 0.022521972656250000, 8, 27.0, 1684
C, fibi, -1, 0.076354980468750000, 0.016235351562500000, 0.000000000000000000, 0.022521972656250000, 8, 27.0, 1764
C, fibi, -1, 0.077514648437500000, 0.017272949218750000, 0.000000000000000000, 0.020141601562500000, 8, 27.0, 1716
C, fibi, -1, 0.077331542968750000, 0.017333984375000000, 0.000000000000000000, 0.022766113281250000, 8, 27.0, 1688
C, fibi, -1, 0.068176269531250000, 0.014648437500000000, 0.000000000000000000, 0.022460937500000000, 8, 27.0, 1684
C, fibi, -1, 0.068847656250000000, 0.014953613281250000, 0.000000000000000000, 0.022644042968750000, 8, 27.0, 1672
C, fibi, -1, 0.077636718750000000, 0.016479492187500000, 0.000000000000000000, 0.022521972656250000, 8, 27.0, 1812
C, fibi, -1, 0.076965332031250000, 0.016723632812500000, 0.000000000000000000, 0.022583007812500000, 8, 27.0, 1716
