Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory, Implementation
C, fibr,-1,1580.1719970703125,517.0409545898438,0.00262451171875,357.630615234375,145758,31.0,1652,Recursive -O2
C, fibr,-1,1592.8666381835935,521.4503784179688,0.00201416015625,356.57843017578125,145901,31.0,1792,Recursive -O2
C, fibr,-1,1300.150390625,426.7117919921875,0.001953125,289.03375244140625,118128,31.0,1808,Recursive -O2
C, fibr,-1,1297.5193481445312,425.8087768554688,0.00201416015625,290.27899169921875,118693,31.5,1724,Recursive -O2
C, fibr,-1,1229.4111938476562,379.21923828125,0.001220703125,284.99493408203125,116589,30.5,1780,Recursive -O2
C, fibr,-1,1210.8262329101562,344.41973876953125,0.00189208984375,293.41912841796875,119516,30.2,1752,Recursive -O2
C, fibr,-1,1365.722900390625,445.31567382812494,0.00189208984375,308.9852905273437,125785,30.5,1808,Recursive -O2
C, fibr,-1,1420.6310424804688,465.7523193359375,0.001953125,317.4854736328125,129866,30.8,1756,Recursive -O2
C, fibr,-1,1516.3934936523435,496.7339477539063,0.00189208984375,340.861572265625,139379,31.0,1756,Recursive -O2
C, fibr,-1,1287.3250122070312,422.345703125,0.00189208984375,287.6549072265625,117754,31.2,1828,Recursive -O2
C, fibr,-1,3547.4208984375,418.96392822265625,0.00543212890625,1173.182861328125,480245,27.8,1644,Recursive -O0
C, fibr,-1,3631.9127197265625,495.22601318359375,0.00537109375,1180.46044921875,480889,28.0,1764,Recursive -O0
C, fibr,-1,3552.0621337890625,412.94458007812494,0.0054931640625,1172.7445068359375,480304,27.8,1764,Recursive -O0
C, fibr,-1,3546.939697265625,412.1951904296875,0.00543212890625,1172.3092651367188,480153,27.8,1660,Recursive -O0
C, fibr,-1,3556.3595581054688,409.4425659179688,0.00592041015625,1171.9796142578125,480126,27.2,1664,Recursive -O0
C, fibr,-1,3522.3611450195312,407.7223510742188,0.00518798828125,1172.3956909179688,480179,28.0,1696,Recursive -O0
C, fibr,-1,3486.99462890625,407.8455810546875,0.00518798828125,1172.2216186523435,480093,28.5,1736,Recursive -O0
C, fibr,-1,3491.93798828125,409.9681396484375,0.00537109375,1172.7176513671875,480280,28.0,1816,Recursive -O0
C, fibr,-1,3481.390930175781,399.7841796875,0.00531005859375,1172.1954345703125,480229,27.5,1760,Recursive -O0
C, fibr,-1,3512.570251464844,404.9140625,0.0054931640625,1172.0601806640625,480101,28.0,1692,Recursive -O0
C, fibi,-1,0.140380859375,0.04486083984375,0.0,0.03240966796875,13,30.0,1636,Iterative -O2
C, fibi,-1,0.1619873046875,0.05535888671875,0.0,0.03973388671875,15,30.0,1580,Iterative -O2
C, fibi,-1,0.15130615234375,0.04815673828125,0.0,0.0355224609375,14,30.0,1604,Iterative -O2
C, fibi,-1,0.16204833984375,0.05181884765625,0.0,0.0374755859375,14,30.0,1680,Iterative -O2
C, fibi,-1,0.4039306640625,0.13031005859375,0.0,0.093994140625,36,30.0,1580,Iterative -O2
C, fibi,-1,0.2022705078125,0.0595703125,0.0,0.044677734375,17,30.0,1608,Iterative -O2
C, fibi,-1,0.2015380859375,0.06231689453125,0.0,0.047119140625,18,30.0,1672,Iterative -O2
C, fibi,-1,0.17047119140625,0.0537109375,0.0,0.03961181640625,16,30.0,1676,Iterative -O2
C, fibi,-1,0.18072509765625,0.0565185546875,0.0,0.0421142578125,16,30.0,1744,Iterative -O2
C, fibi,-1,0.2017822265625,0.06268310546875,0.0,0.04705810546875,18,30.0,1652,Iterative -O2
C, fibi,-1,0.1190185546875,0.03302001953125,0.0,0.03045654296875,11,27.8,1576,Iterative -O0
C, fibi,-1,0.07843017578125,0.0172119140625,0.0,0.02276611328125,8,27.8,1572,Iterative -O0
C, fibi,-1,0.07977294921875,0.017822265625,0.0,0.02288818359375,8,27.8,1660,Iterative -O0
C, fibi,-1,0.0782470703125,0.01788330078125,0.0,0.0203857421875,8,27.8,1556,Iterative -O0
C, fibi,-1,0.077880859375,0.01690673828125,0.0,0.02252197265625,8,27.8,1572,Iterative -O0
C, fibi,-1,0.07830810546875,0.01715087890625,0.0,0.022705078125,8,27.8,1596,Iterative -O0
C, fibi,-1,0.0787353515625,0.01727294921875,0.0,0.022705078125,8,27.8,1572,Iterative -O0
C, fibi,-1,0.0784912109375,0.017578125,0.0,0.0201416015625,8,27.8,1568,Iterative -O0
C, fibi,-1,0.06781005859375,0.01483154296875,0.0,0.02008056640625,8,27.8,1620,Iterative -O0
C, fibi,-1,0.07818603515625,0.01800537109375,0.0,0.02276611328125,8,27.8,1528,Iterative -O0
