Language, Program, PowerLimit, Package, Core(s), GPU, DRAM, Time (ms), Temperature, Memory
C, fibr, -1, 3547.420898437500000000, 418.963928222656250000, 0.005432128906250000, 1173.182861328125000000, 480245, 27.8, 1644
C, fibr, -1, 3631.912719726562500000, 495.226013183593750000, 0.005371093750000000, 1180.460449218750000000, 480889, 28.0, 1764
C, fibr, -1, 3552.062133789062500000, 412.944580078125000000, 0.005493164062500000, 1172.744506835937500000, 480304, 27.8, 1764
C, fibr, -1, 3546.939697265625000000, 412.195190429687500000, 0.005432128906250000, 1172.309265136718750000, 480153, 27.8, 1660
C, fibr, -1, 3556.359558105468750000, 409.442565917968750000, 0.005920410156250000, 1171.979614257812500000, 480126, 27.2, 1664
C, fibr, -1, 3522.361145019531250000, 407.722351074218750000, 0.005187988281250000, 1172.395690917968750000, 480179, 28.0, 1696
C, fibr, -1, 3486.994628906250000000, 407.845581054687500000, 0.005187988281250000, 1172.221618652343750000, 480093, 28.5, 1736
C, fibr, -1, 3491.937988281250000000, 409.968139648437500000, 0.005371093750000000, 1172.717651367187500000, 480280, 28.0, 1816
C, fibr, -1, 3481.390930175781250000, 399.784179687500000000, 0.005310058593750000, 1172.195434570312500000, 480229, 27.5, 1760
C, fibr, -1, 3512.570251464843750000, 404.914062500000000000, 0.005493164062500000, 1172.060180664062500000, 480101, 28.0, 1692
